title,date,keywords,abstract,multilingual_abstract,source_file
Prediction of Suicidal Ideation among Korean Adults Using Machine Learning: A Cross-Sectional Study,2020,"['Suicidal ideation', 'Risk factor', 'Machine learning', 'Artificial intelligence']",,"Objective Suicidal ideation (SI) precedes actual suicidal event. Thus, it is important for the prevention of suicide to screen the individuals with SI. This study aimed to identify the factors associated with SI and to build prediction models in Korean adults using machine learning methods. Methods The 2010–2013 dataset of the Korea National Health and Nutritional Examination Survey was used as the training dataset (n=16,437), and the subset collected in 2015 was used as the testing dataset (n=3,788). Various machine learning algorithms were applied and compared to the conventional logistic regression (LR)-based model. Results Common risk factors for SI included stress awareness, experience of continuous depressive mood, EQ-5D score, depressive disorder, household income, educational status, alcohol abuse, and unmet medical service needs. The prediction performances of the machine learning models, as measured by the area under receiver-operating curve, ranged from 0.794 to 0.877, some of which were better than that of the conventional LR model (0.867). The Bayesian network, LogitBoost with LR, and ANN models outperformed the conventional LR model. Conclusion A machine learning-based approach could provide better SI prediction performance compared to a conventional LRbased model. These may help primary care physicians to identify patients at risk of SI and will facilitate the early prevention of suicide.",machine_learning_2020_academic_riss.csv
Machine Learning Techniques for Speech Recognition using the Magnitude,2020,"['Deep neural network', 'Magnitude', 'Speech recognition', 'Supervised learning']",,Machine learning consists of supervised and unsupervised learning among which supervised learning is used for the speech recognition objectives. Supervised learning is the Data mining task of inferring a function from labeled training data. Speech recognition is the current trend that has gained focus over the decades. Most automation technologies use speech and speech recognition for various perspectives. This paper demonstrates an overview of major technological standpoint and gratitude of the elementary development of speech recognition and provides impression method has been developed in every stage of speech recognition using supervised learning. The project will use DNN to recognize speeches using magnitudes with large datasets.,machine_learning_2020_academic_riss.csv
Identifying machine learning techniques for classification of target advertising,2020,['Machine learningArtificial intelligenceTarget advertisingClassification'],,"There have been numerous applications of artificial intelligence (AI) technologies to online advertising, especially to optimize the reach of target audiences. Previous studies show that improved computational power significantly advances granular audience targeting capabilities. This study investigates and classifies various machine learning techniques that are used to enhance targeted online advertising. Twenty-three machine learning-based online targeted advertising strategies are identified and classified largely into two categories, user-centric and content-centric approaches. The paper also identifies an underexamined area, algorithm-based detection of click frauds, to illustrate how machine learning approaches can be integrated to preserve the viability of online advertising.",machine_learning_2020_academic_riss.csv
A machine-learning expert-supporting system for diagnosis prediction of lymphoid neoplasms using a probabilistic decision-tree algorithm and immunohistochemistry profile database,2020,"['Database', 'Expert-supporting system', 'Machine learning', 'Immunohistochemistry', 'Probabilistic decision tree']",,"Background: Immunohistochemistry (IHC) has played an essential role in the diagnosis of hematolymphoid neoplasms. However, IHC interpretations can be challenging in daily practice, and exponentially expanding volumes of IHC data are making the task increasingly difficult. We therefore developed a machine-learning expert-supporting system for diagnosing lymphoid neoplasms. Methods: A probabilistic decision-tree algorithm based on the Bayesian theorem was used to develop mobile application software for iOS and Android platforms. We tested the software with real data from 602 training and 392 validation cases of lymphoid neoplasms and compared the precision hit rates between the training and validation datasets. Results: IHC expression data for 150 lymphoid neoplasms and 584 antibodies was gathered. The precision hit rates of 94.7% in the training data and 95.7% in the validation data for lymphomas were not statistically significant. Results in most B-cell lymphomas were excellent, and generally equivalent performance was seen in T-cell lymphomas. The primary reasons for lack of precision were atypical IHC profiles for certain cases (e.g., CD15-negative Hodgkin lymphoma), a lack of disease-specific markers, and overlapping IHC profiles of similar diseases. Conclusions: Application of the machine-learning algorithm to diagnosis precision produced acceptable hit rates in training and validation datasets. Because of the lack of origin- or disease-specific markers in differential diagnosis, contextual information such as clinical and histological features should be taken into account to make proper use of this system in the pathologic decision-making process.",machine_learning_2020_academic_riss.csv
Predicting 30-day mortality of patients with pneumonia in an emergency department setting using machine-learning models,2020,"['Pneumonia', 'Machine-learning', 'Mortality', 'Emergency service', 'hospital']",,"Objective This study aimed to confirm the accuracy of a machine-learning-based model in predicting the 30-day mortality of patients with pneumonia and evaluating whether they were required to be admitted to the intensive care unit (ICU). Methods The study conducted a retrospective analysis of pneumonia patients at an emergency department (ED) in Seoul, Korea, from January 1, 2016 to December 31, 2017. Patients aged 18 years or older with a pneumonia registry designation on their electronic medical record were enrolled. We collected their demographic information, mental status, and laboratory findings. Three models were used: the pre-existing CURB-65 model, and the CURB-RF and Extensive CURB-RF models, which were machine-learning models that used a random forest algorithm. The primary outcomes were ICU admission from the ED or 30-day mortality. Receiver operating characteristic curves were constructed for the models, and the areas under these curves were compared. Results Out of the 1,974 pneumonia patients, 1,732 patients were eligible to be included in the study; from these, 473 patients died within 30 days or were initially admitted to the ICU from the ED. The area under receiver operating characteristic curves of CURB-65, CURB-RF, and extensive-CURB-RF were 0.615 (0.614–0.616), 0.701 (0.700–0.702), and 0.844 (0.843–0.845), respectively. Conclusion The proposed machine-learning models could predict the mortality of patients with pneumonia more accurately than the pre-existing CURB-65 model and can help decide whether the patient should be admitted to the ICU.",machine_learning_2020_academic_riss.csv
Heart-Rate-Based Machine-Learning Algorithms for Screening Orthostatic Hypotension,2020,"['orthostatic hypotension', 'heart rate', 'Valsalva maneuver', 'machine learning']",,"Background and Purpose Many elderly patients are unable to actively stand up by themselves and have contraindications to performing the head-up tilt test (HUTT). We aimed to develop screening algorithms for diagnosing orthostatic hypotension (OH) before performing the HUTT.Methods This study recruited 663 patients with orthostatic intolerance (78 with and 585 without OH, as confirmed by the HUTT) and compared their clinical characteristics. Univariate and multivariate analyses were performed to investigate potential predictors of an OH diagnosis. Machine-learning algorithms were applied to determine whether the accuracy of OH prediction could be used for screening OH without performing the HUTT.Results Differences between expiration and inspiration (E-I differences), expiration:inspiration ratios (E:I ratios), and Valsalva ratios were smaller in patients with OH than in those without OH. The univariate analysis showed that increased age and baseline systolic blood pressure (BP) as well as decreased E-I difference, E:I ratio, and Valsalva ratio were correlated with OH. In the multivariate analysis, increased baseline systolic BP and decreased Valsalva ratio were found to be independent predictors of OH. Using those variables as input features, the classification accuracies of the support vector machine, k-nearest neighbors, and random forest methods were 84.4%, 84.4%, and 90.6%, respectively.Conclusions We have identified clinical parameters that are strongly associated with OH. Machine- learning analysis using those parameters was highly accurate in differentiating OH from non-OH patients. These parameters could be useful screening factors for OH in patients who are unable to perform the HUTT.",machine_learning_2020_academic_riss.csv
Intravascular ultrasound-based machine learning for predicting fractional flow reserve in intermediate coronary artery lesions,2020,"['Intravascular ultrasound', 'Machine learning', 'Artificial intelligence', 'Fractional flow reserve']",,"<P><B>Abstract</B></P>  <P><B>Background and aims</B></P> <P>Intravascular ultrasound (IVUS)-derived morphological criteria are poor predictors of the functional significance of intermediate coronary stenosis. IVUS-based supervised machine learning (ML) algorithms were developed to identify lesions with a fractional flow reserve (FFR) ≤0.80 (<I>vs.</I> >0.80).</P>   <P><B>Methods</B></P> <P>A total of 1328 patients with 1328 non-left main coronary lesions were randomized into training and test sets in a 4:1 ratio. Masked IVUS images were generated by an automatic segmentation model, and 99 computed IVUS features and six clinical variables (age, gender, body surface area, vessel type, involved segment, and involvement of the proximal left anterior descending artery) were used for ML training with 5-fold cross-validation. Diagnostic performances of the binary classifiers (L2 penalized logistic regression, artificial neural network, random forest, AdaBoost, CatBoost, and support vector machine) for detecting ischemia-producing lesions were evaluated using the non-overlapping test samples.</P>   <P><B>Results</B></P> <P>In the classification of test set lesions into those with an FFR ≤0.80 <I>vs.</I> >0.80, the overall diagnostic accuracies for predicting an FFR ≤0.80 were 82% with L2 penalized logistic regression, 80% with artificial neural network, 83% with random forest, 83% with AdaBoost, 81% with CatBoost, and 81% with support vector machine (AUCs: 0.84–0.87). With exclusion of the 28 lesions with borderline FFR of 0.75–0.80, the overall accuracies for the test set were 86% with L2 penalized logistic regression, 85% with an artificial neural network, 87% with random forest, 87% with AdaBoost, 85% with CatBoost, and 85% with support vector machine.</P>   <P><B>Conclusions</B></P> <P>The IVUS-based ML algorithms showed good diagnostic performance for identifying ischemia-producing lesions, and may reduce the need for pressure wires.</P>   <P><B>Highlights</B></P>  <P> <UL> <LI>  ML provides the ability to automatically learn without being explicitly programmed, which improves diagnostic accuracies. </LI> <LI>  The models using computed IVUS features predict the intermediate stenosis with an FFR ≤0.80 with an overall accuracy of 80%. </LI> <LI>  The data-driven approach may help clinicians identify ischemia-producing coronary lesions. </LI> </UL> </P>   <P><B>Graphical abstract</B></P>   <P>[DISPLAY OMISSION]</P>",machine_learning_2020_academic_riss.csv
Prediction of the Emotion Responses to Poster Designs based on Graphical Features: A Machine learning-driven Approach,2020,"['Graphic Design', 'Machine Learning', 'Image Features', 'PAD Theory', 'Color', 'Layout', 'Emotion']",,"Background : Advances in data science have allowed us to investigate human emotions based on the learning of the data set, with current technology enabling us to research the relationship between the form elements of graphic images and human emotional responses. However, to date, studies have been limited to photography, meaning that the practice of graphic design remains unexplored.Methods : We used a design workshop to exploit graphic elements that are perceptually relevant. By identifying and quantifying the elements of each image (N = 320), we were able to define the machine learning features. We collected emotion assessments relating to the images with regard to pleasure, arousal, and dominance using a Likert scale, and combined them with the features to build a dataset. The assessments were carried out twice to form a baseline of accuracy. Applying machine learning methods such as kknn, svmRadial, and C5.0, we modeled algorithms that predict individuals’ emotional assessments of specific aspects.Results : Human assessments were repeatedly in the range of 62.81–80.93%, and a prediction accuracy between 52.26–80.32% was achieved. In particular, the prediction accuracy of pleasure and dominance aspects was relatively high across all individuals.Conclusions : This study demonstrates the use of machine learning-driven algorithm modeling to predict assessments of emotion based on graphical elements of movie posters. Overall, predictions of pleasure and dominance aspects showed higher accuracy than those of the arousal aspect. Limitations and further investigations are discussed to obtain not only a more accurate but also a more insightful estimation.",machine_learning_2020_academic_riss.csv
Application of machine learning to ultrasound images to differentiate follicular neoplasms of the thyroid gland,2020,"['Follicular neoplasm', 'Ultrasonography', 'Machine learning', 'Artificial neural network', 'Support vector machine']",,"Purpose: This study was conducted to evaluate the diagnostic performance of machine learning in differentiating follicular adenoma from carcinoma using preoperative ultrasonography (US).Methods: In this retrospective study, preoperative US images of 348 nodules from 340 patients were collected from two tertiary referral hospitals. Two experienced radiologists independently reviewed each image and categorized the nodules according to the 2015 American Thyroid Association guideline. Categorization of a nodule as highly suspicious was considered a positive diagnosis for malignancy. The nodules were manually segmented, and 96 radiomic features were extracted from each region of interest. Ten significant features were selected and used as final input variables in our in-house developed classifier models based on an artificial neural network (ANN) and support vector machine (SVM). The diagnostic performance of radiologists and both classifier models was calculated and compared.Results: In total, 252 nodules from 245 patients were confirmed as follicular adenoma and 96 nodules from 95 patients were diagnosed as follicular carcinoma. As measures of diagnostic performance, the average sensitivity, specificity, and accuracy of the two experienced radiologists in discriminating follicular adenoma from carcinoma on preoperative US images were 24.0%, 84.0%, and 64.8%, respectively. The sensitivity, specificity, and accuracy of the ANN and SVM�based models were 32.3%, 90.1%, and 74.1% and 41.7%, 79.4%, and 69.0%, respectively.The kappa value of the two radiologists was 0.076, corresponding to slight agreement.Conclusion: Machine learning-based classifier models may aid in discriminating follicular adenoma from carcinoma using preoperative US.",machine_learning_2020_academic_riss.csv
Statistical and Machine Learning-Based FHB Detection in Durum Wheat,2020,"['Fusarium head blight', 'Durum wheat', 'Plant pathology', 'Machine learning', 'Deep learning', 'Support vector machine']",,"Pathogens are the major causes of wheat crop yield losses, including the fungus Fusarium graminearum, an agent of Fusarium Head Blight (FHB). A better understanding of the relationship between plant morphological and biochemical traits and resistance to FHB can be effective in implementing a successful breeding program. This study investigated the relationship between FHB resistance as well as the morphological and biochemical traits in 20 durum wheat lines. Both morphological and biochemical traits were investigated using statistical tools. Therefore, analyses of variance, mean, as well as the correlation between the traits were considered.In addition, for the morphological traits, cluster analyses were performed to identify similar genotypes in control and infected conditions. Furthermore, machine learning (ML) classification techniques, including Support Vector Machine (SVM), were proposed to detect the infected plants using morphological traits. The results show a great promise for the application of data-driven ML-based methods in plant breeding and disease detection.",machine_learning_2020_academic_riss.csv
Development of a Machine-Learning based Human Activity Recognition System including Eastern-Asian Specific Activities,2020,"['Human Activity Recognition', 'Smartwatch', 'Accelerometer', 'Machine Learning', 'Activity Classification', 'Feature Extraction', 'Feature Reduction']",,"The purpose of this study is to develop a human activity recognition (HAR) system, which distinguishes 13 activities, including five activities commonly dealt with in conventional HAR researches and eight activities from the Eastern-Asian culture. The eight special activities include floor-sitting/standing, chair-sitting/standing, floor-lying/up, and bed-lying/up. We used a 3-axis accelerometer sensor on the wrist for data collection and designed a machine learning model for the activity classification. Data clustering through preprocessing and feature extraction/reduction is performed. We then tested six machine learning algorithms for recognition accuracy comparison. As a result, we have achieved an average accuracy of 99.7% for the 13 activities. This result is far better than the average accuracy of current HAR researches based on a smartwatch (89.4%). The superiority of the HAR system developed in this study is proven because we have achieved 98.7% accuracy with publically available 'pamap2' dataset of 12 activities, whose conventionally met the best accuracy is 96.6%.",machine_learning_2020_academic_riss.csv
A Novel Tool (Single-Flute) Condition Monitoring Method for End Milling Process Based on Intelligent Processing of Milling Force Data by Machine Learning Algorithms,2020,['Cutting force simulation · Manifold learning · Polynomial kernel SVM · Principal component analysis (PCA) · Tool condition monitoring (TCM)'],,"Tool condition monitoring is deemed as an essential technology of the intelligent manufacturing. Tool wear which directly affects the tool life makes a negative influence on the quality and dimensional accuracy of the machined surface, even leads to tool breakage, machine downtime, and other severe problems. Therefore, an available tool condition monitoring system is essential for the machining process to guarantee the processing quality and improve the machining efficiency. This paper proposes a new tool condition monitoring method based on the general judgment of cutting force. Milling force from a single-flute is predicted by deducing a theoretical formula based on un-deformed chip thickness. Based on the formula, cutting force samples used for machine learning paradigms are generated through time domain translation and Gaussian distribution. Nonlinear manifold learning methods are applied in the visualization of high dimensional data. Principal component analysis as a practical feature extraction method is used to reduce the large dimensionality of the sample set. The performance of respectively linear kernel, polynomial kernel, radial basis function and sigmoid kernel are self-compared to estimate the classification results via support vector machine. Experiments are carried out on an annealed Ti–6Al–4V alloy to measure the feasibility of this method.",machine_learning_2020_academic_riss.csv
Underwater Acoustic Research Trends with Machine Learning: Ocean Parameter Inversion Applications,2020,"['Underwater acoustics', 'Sonar system', 'Machine learning', 'Deep learning', 'Signal processing', 'Parameter inversion']",,"Underwater acoustics, which is the study of the phenomena related to sound waves in water, has been applied mainly in research on the use of sound navigation and range (SONAR) systems for communication, target detection, investigation of marine resources and environments, and noise measurement and analysis. Underwater acoustics is mainly applied in the field of remote sensing, wherein information on a target object is acquired indirectly from acoustic data. Presently, machine learning, which has recently been applied successfully in a variety of research fields, is being utilized extensively in remote sensing to obtain and extract information. In the earlier parts of this work, we examined the research trends involving the machine learning techniques and theories that are mainly used in underwater acoustics, as well as their applications in active/passive SONAR systems (Yang et al., 2020a; Yang et al., 2020b; Yang et al., 2020c). As a follow-up, this paper reviews machine learning applications for the inversion of ocean parameters such as sound speed profiles and sediment geoacoustic parameters.",machine_learning_2020_academic_riss.csv
