title,date,keywords,abstract,multilingual_abstract,source_file
픽셀 데이터를 이용한 강화 학습 알고리즘 적용에 관한 연구,2016,"['Artificial Intelligence', 'Reinforcement Learning', 'CNN(Convolutional Neural Networks)', 'DQN(Deep Q-Networks)', 'PG(Policy Gradient)']",,"Recently, deep learning and machine learning have attracted considerable attention and many supporting frameworks appeared. In artificial intelligence field, a large body of research is underway to apply the relevant knowledge for complex problem-solving, necessitating the application of various learning algorithms and training methods to artificial intelligence systems. In addition, there is a dearth of performance evaluation of decision making agents. The decision making agent that can find optimal solutions by using reinforcement learning methods designed through this research can collect raw pixel data observed from dynamic environments and make decisions by itself based on the data. The decision making agent uses convolutional neural networks to classify situations it confronts, and the data observed from the environment undergoes preprocessing before being used. This research represents how the convolutional neural networks and the decision making agent are configured, analyzes learning performance through a value-based algorithm and a policy-based algorithm : a Deep Q-Networks and a Policy Gradient, sets forth their differences and demonstrates how the convolutional neural networks affect entire learning performance when using pixel data. This research is expected to contribute to the improvement of artificial intelligence systems which can efficiently find optimal solutions by using features extracted from raw pixel data.",reinforcement_learning_2016_academic_riss.csv
플립드 러닝의 문법교육적 적용 방안 -모형 개발을 중심으로-,2016,"['문법 교수-학습 방법', '설명 중심 모형', '탐구 중심 모형', '플립드 러닝', '문법교육의 플립드 러닝 모형', 'Grammar teaching-learning method', 'Examination focused model', 'Inquiry focused model', 'Flipped learning', 'Grammar education`s flipped learning model']",,"The purpose of this study is to find out an application way of flipped learning in grammar education. Especially, this study develops a grammar education’s flipped learning model to get an applying possibility. To establish this purpose, this study estimates a valid methodological direction of grammar teaching-learning by reviewing grammar teaching-learning methods and models. And this study adopts flipped learning as a new teaching-learning paradigm to carry forward those direction. Flipped learning is a ‘flipped’ form of traditional teaching-learning, teaching theories in a classroom and solving assignments at home. So it makes learners to watch a video about theories at home and to perform connected activities in a classroom, it could reinforce application and understanding of theories on a video. It comes from period & educational conditions that developing smart devices and aiming learner centered activities. Ultimately, this study makes a grammar teaching-learning model with transferring flipped learning’s features to grammar education. Flipped learning as a grammar teaching-learning model is re-conceptualized by confirming grammar educational characteristics, examining steps and activities of examination focused and inquiry focused grammar teaching-learning model, and setting up categories of grammar educational activities in a curriculum. As a result, this study suggests a grammar education’s flipped learning model, “watching □ questioning → inquiring/applying/introspect → reinforcing”.",reinforcement_learning_2016_academic_riss.csv
플립러닝 교수-학습 방법을 활용한 예비교사의 과학교육론 수업 적용,2016,"['예비과학교사', '플립러닝', '과학교육론', '선행학습', 'pre-service science teacher', 'flipped learning', 'the theory of science education', 'pre-class learning']",,"A flipped learning class was held in an attempt to overcome the limits of lecture-type classes in pre-service science teacher training and to provide a student-oriented education suitable for digital native generation. The principles of teaching-learning in flipped learning were applied to the general ADDIE model to design the class; learning materials were developed accordingly. The developed flipped learning materials and class design were verified for their validity using an expert panel`s Delphi method and validity test, in which the validity was verified with 0.75 CVR. The developed flipped learning materials were applied to the theory of science education and the instructional effectiveness was analyzed. The results suggest that the students` motivation to study, interest, and confidence in learning increased; however, their satisfaction in class decreased by 30% as compared to the lecture-type class and their self-confidence in the improvement of their academic achievement was not sufficient. In order for a flipped learning class to be successful, the class should be small in size, which would ensure appropriate teacher-student communication and individualized learning; also, the students` burden of learning should be reduced and accessibility to video materials for pre-class learning should be reinforced.",reinforcement_learning_2016_academic_riss.csv
스마트 교육을 위한 LMS의 특징: LMS 사례분석을 중심으로,2016,"['스마트 교육', '학습관리시스템', '스마트 LMS', 'LMS 사례', '개별학습환경', 'Smart education', 'Smart LMS', 'Learning management system(LMS)', 'Personalized Learning Environment']",,"Revolutionary IT development in the current society leads to radical and innovative changes in the educational field, generating a innovative learning environment called ‘Smart Learning,’ which aims to practice individually tailored, context-based, social, and IT mediated learning at school. At the same time, to reinforce the practice of smart learning in the school setting, a learning management system (LMS) for the smart learning (smart LMS, afterward) has started to gain lots of attention from both the academic and practical fields. In this context, this study purposed to examine how the smart LMS can be different from the existing one-way, teacher-focused LMS which simply transmitted and managed learning contents through the web, and what characteristics the smart LMS include in order to support the smart Learning. For this purpose, a total of 18 LMSs currently used in educational fields, and specifically 5 LMSs as representative ones(Blackboard Learn, Moodle, Khanadademy, Edmodo, iTunes U)were selected and closely analyzed to extract the characteristics of LMS in terms of technological and pedagogical aspects, respectively. As for the research method, this study proceeded with literature review from which the characteristics of LMS as the supporting learning management system for smart learning have been retrieved. Next, FGIs composed of 8 experts from the related fields have been conducted twice to review the characteristics of smart LMS and the list of selected LMSs as the research subjects for analysis. The research results showed that smart LMS supports open and personalized learning environments where more active interaction both and among the instructor and the student including people from outside person, are occurring, supported by diverse social media and apps within cloud platform. This study intended to serve as a basic study for the further development of the smart LMS as a foundational supporting system of the smart learning.",reinforcement_learning_2016_academic_riss.csv
초·중·고등학교 교사의 토론 학습에 대한 인식 및 운영 실태 연구,2016,"['토론 학습', '활성화', '교사 인식', '운영 실태', 'debate learning', 'activation', 'teacher', 'awareness', 'operation conditions']",,"This study is to look into operation conditions in schools and awareness of teachers on debate learning. The study explored implications about ways to reinforce debate learning. For these purposes, questionnaire surveys were made with teachers at different school levels: primary, lower-secondary and upper-secondary schools across the country. The survey shows that most of the teachers agree on the necessity and effect of debate learning. However, they do not use the method as much as they want in class. The teachers have difficulties in preparing, implementing, finishing and evaluating the debate learning. There were many teachers who experience hardship, especially, in preparing and evaluating stages. This resulted in making teachers to take negative or defensive stances in carrying out future debate learning. In the meantime, there seems to be a tendency in high level schools that the less they have educational and learning experiences in debate learning, the more they become passive or negative in doing it. Thus we need to ponder, prepare and find supportive and effective plans to help teachers to better approach debate learning activities while reducing trial and error stages to a minimum but these should be able to boost and reinforce their competency in class. These efforts, in the end, would induce debate learning into daily class routines and make it appropriate in the long term.",reinforcement_learning_2016_academic_riss.csv
수학관의 요인에 관한 연구,2016,,,"This study investigates significant factors in mathematical learning and examines the inter-grade and gender-based differences of elementary students. Five factors that are counted to affect the view of mathematical learning are (1) confidence, (2) utility, (3) aversion, (4) practical ability, and (5) traditional view of mathematical learning. The factor analyses on third graders and sixth graders each illustrate the features of inter-grade factors. The result also indicates that the factors may vary depending on the traits and circumstances of students surveyed. Third graders are more likely to be positive compared to sixth graders in terms of confidence and practical ability, which calls for implementing 'doing mathematics' and reinforcing the method of mathematical learning in the general educational field.",reinforcement_learning_2016_academic_riss.csv
중학교 멀티미디어 영어 전용교실 강화에 관한 교사 및 학부모 인식 연구,2016,"['컴퓨터 활용 언어 교육', '멀티미디어 언어 교실', '영어 수업', 'computer-assisted language learning', 'multimedia language labs', 'English class']",,"This study is a discussion of a project that was conducted to explore the views of both teachers and parents regarding the extension of multimedia language labs in English language education. 8 junior high schools were nominated by Ministry of Education in Korea. In total, 59 teachers and 239 parents took a part in the survey on the variety of issues related to language training facilities. One of the main focuses of the study was on how teachers and parents think about extending multimedia language curriculum in the computer technology based facilities in order to fortify the effectiveness of second language learning. The results of data analysis revealed that participants showed a positive opinions on the extension of multimedia language labs in terms of learners` second language development such as training speaking skill, encouraging learners` involvement, and designing learner centered teaching materials. However, there were also other factors which may hamper the use of multimedia facilities such as lack of language contents, limited time and facilities for teaching in language curriculum, and relatively large numbers of students and so forth. Based on the results of the survey, several pedagogical suggestions on the effective use of language labs in secondary English language education are illustrated.",reinforcement_learning_2016_academic_riss.csv
학생선수 학습권보장제 정책불응 원인분석 및 개선방안,2016,"['학생선수', '학습권보장제', '정책불응', 'Security policy on the rights for learning', 'Security policy on the academic engagement', 'Policy non-compliance', 'Minimum academic achievement policy', 'Eradication of camp training']",,"The objective of this study was to analyse the cause of policy non-compliance and to search the way of improvement in the target organization and executive organization of security policy on the rights for learning. This study carried out the questionnaire study, Analytic Hierarchy Process(AHP), the expert meeting as methods.We identified three main findings. First, we suggested four methods to improve non-compliance for security policy on the student athletes’ academic engagement: Making Transcript of School Record based on the instruction 127 of Ministry of Education, revising administrative guideline Annex-8, modifying rules on the reasonable training hours of athletic clubs, Securing school facilities for the clubs and extra curriculum for student athletes when athletic clubs are formed and systematizing training with local sports science centers.Second, we suggested five ways to improve non-compliance of student-athletes’ minimum academic achievement policy: Revising the minimum academic achievement level, upgrading the level of principal agent of execution from the school head to the superintendent of school in cities and provinces for effective student athletes’ minimum academic achievement, cooperating with metropolitan and provincial offices of education and sports associations for the effective implementation of student-athletes’ minimum academic achievement policy, preparing and distributing the guideline of minimum academic achievement by the government and making sanction actions against to the noncompliance of execution.Third, we suggested four methods to improve non-compliance of eradication policy of student athletes’ camp training: Reinforcing the restriction of student athletes’ move from a team of their city to a team of other cities, supporting building or remodeling dormitories for student athletics with local governments, expanding dorms for student athletes and restricting the training in the early morning.",reinforcement_learning_2016_academic_riss.csv
대학생들의 수업 외 영어 학습 현황 조사,2016,"['out-of-class English learning', 'learner autonomy', 'technology use in English learning', 'English learning', 'survey']",,"This study aims to investigate the diversity of EFL  college students``s out-of-class English learning activities and to examine their perception of technology use during the activities. To fulfill these purposes, 132 college students were asked to respond in the survey made up of 4 parts (background information, out-of class English learning activities, technology use in out-of-class English learning  activities, English learning outcomes). The findings anr as follows: 1) the participants were engaged in a variety of out-of-class English learning activities, though the number and fequency of using them was quite small; and 2) they showed negative perception of technology use while performing out-of-class English learning activities. The findings suggest that the teacher should pay more attention to raise students` awareness of out-of-class English learning and to help reinforce effective use of the activities and technology. (Chnugnam National University)",reinforcement_learning_2016_academic_riss.csv
Akers 사회학습이론의 주요 개념이 청소년 비행에 미치는 영향,2016,"['Juvenile delinquency', 'Akers social learning theory', '청소년 비행', 'Akers의 사회학습이론']","본 연구에서는 소년분류심사원에 위탁수용된 비행청소년을 대상으로 연령과 비행의 관계를 조사하고, Akers의 사회학습이론에서 제시한 네 가지 주요 개념(정의, 차별적 접촉, 차별적 강화, 모방)이 청소년 비행(경비행과 중비행)에 미치는 영향을 포괄적으로 분석하고자 하였다. 본 연구의 대상은 서울소년분류심사원에 위탁·수용된 247명의 남자 청소년이었다. 연구결과, 다음과 같은 논의 및 결론이 도출되었다. 첫째, 연령과 청소년 비행의 관계는 다양한 특성을 보였다. 이것은 청소년 비행의 유형에 따라 연령과의 관계가 다르다는 것을 의미한다.. 둘째, Akers의 사회학습이론에서 중요한 네 가지 개념 중에서 처벌을 제외하고는 모두 청소년 비행 전체에 영향을 미치는 것으로 나타났다. 셋째, 청소년 비행의 유형에 따라 영향을 미치는 사회학습이론의 개념 유형이 다르다. 차별적 접촉은 지위비행, 약물비행, 성비행에 영향을 미치고, 정의, 처벌, 모방은 재산비행에, 보상과 모방은 폭력비행에 영향을 미치는 것으로 나타났다. 넷째, 사회학습이론의 주요 개념이 청소년 비행을 설명하는 비율이 높다. 이것은 사회학습이론의 주요 개념이 청소년 비행에 있어서 중요하다는 것을 의미한다.","The purpose of this study was to investigate the relationship between age and juvenile delinquency, and to examine synthetically the effects of four key concepts(definitions, differential association, differential reinforcement, imitation) suggested by Akers’ social learning theory on juvenile delinquency. The subjects were 247 males at the juvenile protection education institute. The results of the present study were as follows. First, there were different types of the relations between age and juvenile delinquency. Second, except punishment, the concepts of Akers’ social learning theory had an effect on juvenile delinquency. Third, the types of juvenile delinquency influenced on different concepts of Akers’ social learning theory. For example, differential association had an influence on status delinquency, substance related delinquency, sexual delinquency. Definition, punishment, and imitation had an effect on property delinquency while reinforcement and imitation influenced on violence delinquency. Fourth, four concepts in Akers’ social learning theory explained highly variation of juvenile delinquency.",reinforcement_learning_2016_academic_riss.csv
"저숙련 근로자의 사회적 자본, 학습, 행복 사이의 관계 탐색: 대상의 특성과 활동요인을 중심으로",2016,"['저숙련 근로자', '사회적 자본', '학습', '행복', 'Low-skilled Worker', 'Social Capital', 'Learning', 'Happiness']",,"Low-skilled workers are at risk of unemployment and poor labor conditions in accordance with technology advancement and structural change in the Korean industries. If they were in a state of unhappiness, there would be a possibility to cause various social problems. In order to find out ways to help them be happy, this study aims to analyze relationships between social capital, learning, and happiness on their characteristic and activity. This study clarified the meaningful possibilities as follows. First, low-skilled workers can obtain power to solve their present problems on which they can enhance their happiness by reinforcing social capital. Second, low-skilled workers can participate at learning activities in the process of obtaining social capital, and besides hold an powerful motivation to participate at learning activities in the same process. Third, low-skilled workers are able to find feelings of happiness in the process of learning activities, and to recognize the feelings as the result of learning activities. Moreover, it was understood that the purpose of happiness may be learning activities. On the basis of those results, this study suggested methods to enhance low-skilled workers`` feelings of happiness and to prepare the following researches.",reinforcement_learning_2016_academic_riss.csv
확장된 계획행동이론을 이용한 성인 농업 관련 종사자의 학습 지속 의도에 관한 연구 - 협동조합대학 재학생을 중심으로 -,2016,"['농업 종사자', '성인 학습자', '학습 지속', '확장된 계획행동이론', 'Worker Engaged in Agri-Business', 'Adult Learner', 'Continuos Learning', 'Extended Theory of Planned Behavior']",,"A purpose of this study is to identify some factors to affect a continuos learning intention of the adult learners engaged in agribusiness, and then proposes a way to promote capable workers. This study tries to increase the explanatory power of continuos learning intention prediction by making use of t extended TPB. The results of this study are, first, a attitude toward behavior has increased a continuos learning intention. Second, a perceived behavioral control has positively affected a continuos learning intention. Third, a prior knowledge has strengthened a continuos learning intention. Forth, a subjective norm has reinforced a continuos learning intention. Based on this results, this study suggests some ideas to build up a continuos learning intention of the adult learners engaged in agribusiness.",reinforcement_learning_2016_academic_riss.csv
단기해외연수에서의 학습동기 - 방법론적 고찰 -,2016,"['단기해외연수(short-term study abroad program)', '방법론(methodology)', '관찰 데이터(observational data)', '학습동기(learning motivation)', '연수효과(effects of a study abroad program)']","이 글은 단기해외연수에서 연수 참가학생의 학습동기 및 연수에 대한 참여 태도가 연수 효과에 미치는 영향을 검증하였다. 검증 대상은 일본 대학교에서 실시한 11일 간의 해외연수에 참석한 한국인 및 중국인 학생 전 15명이다. 연수 참석학생의 학습동기의 파악은 ""연수 지원서""에, 또 참여 태도의 파악은 ""현장학습계획서""에 각각 의하여 행하였다. 또한 본 연구가 대상으로 하는 연수 효과로서는 고찰능력, 지식의 폭넓히기, 일본어능력을 선정하여 그들 측정은 사전 및 사후 에세이 쓰기에 바탕을 두고 행하였다. 그 결과 참석학생의 학습동기의 강도와 연수 참여 태도의 우수 정도에 따라 높은 연수 효과가 나타난 것이 부분적으로는 확인되었다. 그러나 연수효과는 참가학생의 동기만으로는 다 설명되지 않는 것도 동시에 밝혀졌다. 이는 해외연수의 교육효과를 검증하는 분야에 있어서는 대상 사례들을 관찰데이터로 간주하여야 한다는 본고의 방법론적 견해를 지지하는 결과라고 할 수 있다.","This study examined whether students` learning motivation played a significant role in achieving objectives defined in a short-term study abroad program. Fifteen Korean or Chinese undergraduate students observed in this study participated in an eleven-day-long study abroad program held at a university in Japan. Their learning motivation, and participation attitude toward program activities were measured based on their statements in program application forms, and on their statements in project charters, respectively. The intended effects of the program were development of reasoning ability, expansion of knowledge, and improvement in Japanese as an L2, and they were measured through pre- and post-timed essay writing tests. It was found that highly motivated participants tended to achieve favorable outcomes. This indicates a close relationship between their learning motivation and accomplishments in the program. At the same time, however, it was also revealed that their learning motivation did not explain all the variance in the results, which suggested the presence of untreated variables. This reinforces the methodological standpoint of this study that sample cases need to be analyzed as observational data in considering effects of the study abroad program on program participants.",reinforcement_learning_2016_academic_riss.csv
자유학기제의 지속가능성과 중학교육의 정체성 탐색,2016,"['중학교 교육과정', '자유학기제', '중학교 운동', 'TY', 'ES', 'junior high school', 'middle school curriculum', 'Free Learning Semester', 'Middle School Movement', 'Transitional Year', 'Eferskole', 'MSM']",,"The Free Learning Semester, scheduled for nationwide application in 2016, is widely evaluated as an innovative education policy in terms of extended autonomy in the school curriculum, improved teaching methods, test-free assessment, reinforced career experience activities, and more. According to the integrated analysis of related laws, 2015 Revised Curriculum, and pilot school reports, the Free Learning Semester would not be likely to bring forth expected results because of the broadness of nationwide application to all junior high schools and the lack of preparation and time. In spite of some sore points about the Free Learning Semester, it has the potential to transform the current junior high school into a desirable middle school as seen in the Middle School Movement in the USA. For this policy to succeed in the Korean context, it must be charged in the form of specially designated local schools, such as alternative schools taking after the independent Free school or Eftersckole in Denmark. Ireland`s Transition Year also strongly suggests that a limited number of students want an individually prescribed curriculum and career-exploring experience at middle school level. If we can compromise and synthesize the advantages of the three policies of the USA`s Middle School Movement, Denmark`s Eftersckole, and Ireland`s Transition Year, the Free Learning Semester will have authentic power to transform junior high schools into middle schools.",reinforcement_learning_2016_academic_riss.csv
음악 SW 학습을 활용한 아츠 프로펠 학습 프로그램 개발,2016,"['Arts Propel', 'Domain Project', 'Process-folio', 'Multiple Intelligence theory', 'H. Gardner', '아츠 프로펠', '도메인 프로젝트', '프로세스-폴리오', '다중지능이론', '가드너']","본 연구는 2015 개정 교육과정에서 고시한 미래사회의 기초소양으로서의 SW(Software)학습의 강화는 미래의 음악교육에도 지대한 영향을 미칠 것이라고 보며 SW를 활용한 효과적인 음악학습 프로그램을 개발하고자 하였다. 앞으로의 시대에서 요구되는 문제해결력 증진 및 SW능력 향상 등을 고려한 효과적인 프로그램을 개발하기 위하여 효과성을 검증받은 하버드 대학의 프로젝트 제로 연구팀에서 제시한 아츠 프로펠을 적용하였다. 먼저 아츠 프로펠에서 제시한 도메인 프로젝트와 프로세스-폴리오에 대하여 고찰하고, 이를 우리나라 교육현장에서 활용할 수 있도록 재구성하여 중학교 3학년 대상으로 9차시의 SW교육 프로그램 및 평가안을 개발하였다. 본 연구자는 음악교과에서 SW을 활용한 음악학습이 시대의 흐름에 맞는 교육으로 학생들의 동기유발 및 창의성 증진 등에 도움이 되길 희망하는 바이다.","The purpose of this study is to develop an effective music learning program by using software, as reinforcement of software education that was included in 2015 Revised National Curriculum would have significant influence on music learning in the future. Arts PROPEL, which was developed by Project Zero, a Harvard University research team, was applied to develop an effective program for improving problem-solving skills and SW operation. First, Domain Project and Process-folio proposed by Arts PROPEL were discussed and restructured so that they could be used in the educational environment of South Korea. As a result, a software education program and evaluation scheme for third-year middle school students were developed. This researcher, I hereby hope to contribute to improve students' creativity and give them a motivation of learning by music course with SW learning program.",reinforcement_learning_2016_academic_riss.csv
