title,date,keywords,abstract,multilingual_abstract,source_file,year
Estimation of fundamental period of reinforced concrete shear wall buildings using self organization feature map,2017,"['fundamental period', 'Reinforced Concrete Shear Wall (RC SW) buildings', 'Genetic Algorithm (GA)', 'nonlinear regression analysis', 'Self-Organization Feature Map (SOFM)']",,"The Self-Organization Feature Map as an unsupervised network is very widely used these days in engineering science. The applied network in this paper is the Self Organization Feature Map with constant weights which includes Kohonen Network. In this research, Reinforced Concrete Shear Wall buildings with different stories and heights are analyzed and a database consisting of measured fundamental periods and characteristics of 78 RC SW buildings is created. The input parameters of these buildings include number of stories, height, length, width, whereas the output parameter is the fundamental period. In addition, using Genetic Algorithm, the structure of the Self-Organization Feature Map algorithm is optimized with respect to the numbers of layers, numbers of nodes in hidden layers, type of transfer function and learning. Evaluation of the SOFM model was performed by comparing the obtained values to the measured values and values calculated by expressions given in building codes. Results show that the Self-Organization Feature Map, which is optimized by using Genetic Algorithm, has a higher capacity, flexibility and accuracy in predicting the fundamental period.",reinforcement_learning_2017_academic_riss.csv,2017
Structural failure classification for reinforced concrete buildings using trained neural network based multi-objective genetic algorithm,2017,"['genetic algorithm', 'classification', 'neural network', 'reinforced concrete']",,"Structural design has an imperative role in deciding the failure possibility of a Reinforced Concrete (RC) structure. Recent research works achieved the goal of predicting the structural failure of the RC structure with the assistance of machine learning techniques. Previously, the Artificial Neural Network (ANN) has been trained supported by Particle Swarm Optimization (PSO) to classify RC structures with reasonable accuracy. Though, keeping in mind the sensitivity in predicting the structural failure, more accurate models are still absent in the context of Machine Learning. Since the efficiency of multiobjective optimization over single objective optimization techniques is well established. Thus, the motivation of the current work is to employ a Multi-objective Genetic Algorithm (MOGA) to train the Neural Network (NN) based model. In the present work, the NN has been trained with MOGA to minimize the Root Mean Squared Error (RMSE) and Maximum Error (ME) toward optimizing the weight vector of the NN. The model has been tested by using a dataset consisting of 150 RC structure buildings. The proposed NN-MOGA based model has been compared with Multi-layer perceptron-feed-forward network (MLPFFN) and NN-PSO based models in terms of several performance metrics. Experimental results suggested that the NN-MOGA has outperformed other existing well known classifiers with a reasonable improvement over them. Meanwhile, the proposed NN-MOGA achieved the superior accuracy of 93.33 and F-measure of 94.44, which is superior to the other classifiers in the present study.",reinforcement_learning_2017_academic_riss.csv,2017
시뮬레이션 환경에서의 DQN을 이용한 강화 학습 기반의 무인항공기 경로 계획,2017,"['DQN', 'Reinforcement Learning', 'Unmanned Aerial Vehicle', 'Path Planning']",,"In this research, we present a path planning method for an autonomous flight of unmanned aerial vehicles (UAVs) through reinforcement learning under simulated environment. We design the simulator for reinforcement learning of uav. Also we implement interface for compatibility of Deep Q-Network(DQN) and simulator. In this paper, we perform reinforcement learning through the simulator and DQN, and use Q-learning algorithm, which is a kind of reinforcement learning algorithms. Through experimentation, we verify performance of DQN-simulator. Finally, we evaluated the learning results and suggest path planning strategy using reinforcement learning.",reinforcement_learning_2017_academic_riss.csv,2017
강화학습기법의 동적일정계획에의 적용가능성에 대한 소고,2017,"['Flexible Manufacturing System', 'Reinforcement Learning', 'Dispatching Rules', 'Dynamic Scheduling']",,"The ability to dynamically reschedule jobs is core of flexible manufacturing system. Reinforcement learning, a machine learning approach undergoing development in various control systems, offers advantages in dynamic environments. This paper presents a feasibility study on the reinforcement learning for a dynamic scheduling problem.",reinforcement_learning_2017_academic_riss.csv,2017
감정 인식 및 강화학습 기법을 이용한 사용자 맞춤형 협동 로봇 모션 생성,2017,"['Collaborative robot', 'Facial expression', 'Artificial neural network', 'Soar', 'reinforcement learning', '협동 로봇', '얼굴 인식', '인공신경망', 'Soar', '강화학습']","최근 4차산업혁명 시대에 접어들면서 작업자가 로봇의 작업공간 안에 있으면서 함께 작업을 할 수 있는 협동 로봇 기술이빠르게 발전하고 있다. 본 논문에서는 이를 위한 기초연구로서, 카메라 영상으로부터 사용자의 얼굴과 표정을 인식하고로봇의 동작에 대한 사용자 개인의 선호도를 학습함으로써 보다 긴밀한 사용자-로봇 간 상호작용이 가능한 협동 로봇소프트웨어 에이전트를 제안한다. 본 논문에서는 오픈소스 얼굴감정 인식 패키지인 facerecognitionT,e nsorFlow를 이용하여학습한 인공신경망, 인지에이전트 아키텍처인 Soar를 기반으로 구현한 강화학습 에이전트, 로봇운영체제인 ROS로 제어가능한 Baxter 로봇을 연계하였고, 생성 된 5가지 로봇 모션(악수, 인사, 기쁨, 거절, 하이파이브)에 대한 사용자 별 선호도를학습한 Baxter가 사용자 선호 모션을 기억하여 적절히 구현하는 실험 결과를 소개한다","Recently, in the era of the fourth industrial revolution, collaborative robot technology that allows workers to work together while working in a robots work space is developing rapidly. This paper proposes a collaborative robot software agent that enables closer interaction between user and robot by recognizing users face and facial expression from camera images and learning users preference about robots various motions. In this paper, the authors integrated facerecognition package, which is an open source faceemotion recognition package, an artificial neural network learned using TensorFlow, a reinforcement learning agent implemented based on Soar, a cognitive agent architecture, and a Baxter robot that can be controlled by ROS. In the experiment, Baxter robot learns the users preference for five robot motions (handshake, greeting, joy, rejection, high five) generated and implements the users favorite motion properly.",reinforcement_learning_2017_academic_riss.csv,2017
학습피드백으로서 보상과 처벌 관련 두뇌 활성화 연구,2017,"['강화학습', '부적 피드백', '오류처리', '전측도', '전전두피질', 'reinforcement learning', 'negative feedback', 'error processing', 'anterior insula', 'prefrontal cortex']","본 연구의 목적은 학습상황에서 피드백으로 주어지는 금전적 획득손실(학습 피드백)과 비학습적 상황에서 우연히 제시되는 의사 피드백(무선 피드백)을 비교하는 방법을 사용하여, 금전적 보상과 처벌의 학습 피드백으로서만 가지는 정보처리에 어느 두뇌 영역이 관여하는지를 규명하는 데 있다. 이를 위해 정상 성인(n  22)을 대상으로 fMRI scan 동안 단서 자극에 대한 범주 버튼 반응(좌우)의 정확 여부에 따라 피드백이 제시되는 시행(학습시행)과 단서 자극의 위치판단 반응과 무관하게 피드백이 제시되는 시행(무선시행)을 사건 관련 fMRI 방략으로 제시하였다. 두 시행 간 보상과 처벌과 같은 동기적 사건에 대한 두뇌 반응이 변별적으로 나타나는지를 알아보기 위해 시행 유형(학습 vs. 무선)과 피드백 유형(보상 vs, 처벌)을 두 독립변인으로 한 반복측정 이원분산분석을 하였다(voxel-wise FWE p  .001). 그 결과, 좌측 배외측 전두피질(dorsolateral prefrontal cortex), 좌측 전측 도(anterior insular), 배내측 전두피질(dorsomedial prefrontal cortex) 등의 영역에서 유의한 상호작용 효과가 관찰되었는데, 이들 영역은 모두 학습-보상 피드백 및 무선-처벌 피드백 보다 학습-처벌 피드백에 대해 증가한 두뇌 활성을 보였다. 본 연구 결과는 학습상황에서 주어지는 처벌 피드백에 대한 기존 전략의 변경이나 재평가를 위한 집행적 처리, 적절하지 못하거나 틀린 행동에 대한 오류처리 과정 그리고 실패 경험에 대한 부정적 정서처리가 위에서 언급한 피질신경망을 중심으로 이루어질 가능성을 보여준다. 따라서 학습의 처벌 피드백은 보상과 달리 위와 같은 추가적 정보처리 과정이 존재할 가능성을 시사한다.","Rewards or penalties become informative only when contingent on an immediately preceding response. Our goal was to determine if the brain responds differently to motivational events depending on whether they provide feedback with the contingencies effective for learning. Event-related fMRI data were obtained from 22 volunteers performing a visuomotor categorical task. In learning-condition trials, participants learned by trial and error to make left or right responses to letter cues (16 consonants). Monetary rewards (500) or penalties (-500) were given as feedback (learning feedback). In random-condition trials, cues (4 vowels) appeared right or left of the display center, and participants were instructed to respond with the appropriate hand. However, rewards or penalties (random feedback) were given randomly (5050) regardless of the correctness of response. Feedback-associated BOLD responses were analyzed with ANOVA trial type (learning vs. random) x feedback type (reward vs. penalty) using SPM8 (voxel-wise FWE p  .001). The right caudate nucleus and right cerebellum showed activation, whereas the left parahippocampus and other regions as the default mode network showed deactivation, both greater for learning trials than random trials. Activations associated with reward feedback did not differ between the two trial types for any brain region. For penalty, both learning-penalty and random-penalty enhanced activity in the left insular cortex, but not the right. The left insula, however, as well as the left dorsolateral prefrontal cortex and dorsomedial prefrontal cortexdorsal anterior cingulate cortex, showed much greater responses for learning-penalty than for random-penalty. These findings suggest that learning-penalty plays a critical role in learning, unlike rewards or random-penalty, probably not only due to its evoking of aversive emotional responses, but also because of error-detection processing, either of which might lead to changes in planning or strategy.",reinforcement_learning_2017_academic_riss.csv,2017
초등학교 학생들의 비조작 자료 활용에 대한 사례 연구 - 함께 배움 다른 성장학습 활동 사례를 중심으로 -,2017,"['협력학습(collaborative learning)', '함께 배움 다른성장(Learning Together and Different Growth Lessons)', '비조작자료(non-manipulated materials)']",,"This paper presents an investigation into the effects of non-manipulated materials on Learning Together and Different Growth Lessons, which can be assorted as collaborative learning. Teacher-centered lessons not only deviate from the essence of history, but also make no contributions to the pleasure of learning. When students participate in collaborative learning, in which the focus is on activities of collecting their capabilities, their learning will become pleasant and profound.Objectives grounds are, however, important in students activities, which raises a need for materials to make learning clear and reinforce collaborative nature. The present study chose and used non-manipulated materials, which are based on the materials processed first by teachers and used by students to reach a final conclusion through collaborative manipulation. They make good materials to meet the needs of clear learning and the conditions of collaboration with their material deficiency granted.The present study focused on the history parts in Social Studies for the second semester of the fifth grade in elementary school and used the lesson cases of the investigator doing activities with the students to figure out the nature of non-manipulated materials and check if they could help to highlight the characteristics of Learning Together and Different Growth Lessons as part of collaborative learning.",reinforcement_learning_2017_academic_riss.csv,2017
기계학습 알고리즘 기반의 인공지능 장기 게임 개발,2017,"['Janggi Game', 'Reinforcement Learning', 'MCTS(Monte Carlo Tree Search) Algorithm', 'Artificial Intelligence Software', 'Machine Learning']",,"Researches on the Artificial Intelligence has been explosively activated in various fields since the advent of AlphaGo. Particularly, researchers on the application of multi-layer neural network such as deep learning, and various machine learning algorithms are being focused actively. In this paper, we described a development of an artificial intelligence Janggi game based on reinforcement learning algorithm and MCTS (Monte Carlo Tree Search) algorithm with accumulated game data. The previous artificial intelligence games are mostly developed based on mini-max algorithm, which depends only on the results of the tree search algorithms. They cannot use of the real data from the games experts, nor cannot enhance the performance by learning. In this paper, we suggest our approach to overcome those limitations as follows. First, we collects Janggi experts game data, which can reflect abundant real game results. Second, we create a graph structure by using the game data, which can remove redundant movement. And third, we apply the reinforcement learning algorithm and MCTS algorithm to select the best next move. In addition, the learned graph is stored by object serialization method to provide continuity of the game. The experiment of this study is done with two different types as follows. First, our system is confronted with other AI based system that is currently being served on the internet. Second, our system confronted with some Janggi experts who have winning records of more than 50. Experimental results show that the rate of our system is significantly higher.",reinforcement_learning_2017_academic_riss.csv,2017
PBL 교수법에 기반 한 대학 창업교육 학습 사례 연구,2017,"['창업교육', '문제중심교육(PBL)', '문제해결', '창의적 사고', 'PBL 교육평가 구성요소', 'entrepreneurship education', 'problem based learning(PBL)', 'problem solving', 'creative thinking', 'PBL education estimation component']","본 연구의 목적은 대학 창업교육에서의 문제중심교육(PBL)의 교수법 과정을 연구 하고자 하는 것이다. 다양한 학문에서 적용된 문제중심, 학생주도의 PBL 수업을 창업 교육에 적용한 사례를 중심으로 창업교육의 PBL 수업 특성 및 절차를 제시하고 창업 교과와 비 창업교과의 PBL 수업평가지표에 대한 교육 대상 학생들의 주관적 인지도를 비교분석하여 창업교육에서의 PBL 수업의 효과를 제시하고자 하였다. 창업교육은 창의적 사고의 개발, 신사업 아이디어의 개발과 사업계획의 타당성 검증에 초점이 주어지므로, 창업교육은 창의중심과 자지주도형 학습에 매우 잘 부합된 다고 할 수 있다. 본 연구는 PBL 기반의 창업교육과 PBL 기반의 다른 교과목간의 6 가지 PBL 평가요소의 차이 경향을 규명하고자 한다. 6가지 PBL 평가 영역은 PBL 기반 수업 분위기의 조성, 문제의 제시, 자기주도적 자율학습, 지식습득, 창의적 문제해 결과 정리 및 평가영역으로 구성된다. 이들 6가지 PBL 평가 영역을 기준으로 하였을 때 창업교육은 나머지 다른 PBL 교과목에 비해 더 높은 점수를 제시하였다. 특히 자기주도형 학습 평가 영역에서는 가장 많은 점수의 차이로 높은 점수를 제시한 반면, 문제의 이해와 창의적 문제해결력 에서는 다른 4가지 평가 요소에 비해 그 차이가 낮은 점수를 보였다. 이상의 결과는 PBL 수업에 있어서 교수들은 현실적인 문제를 제시해야 하고 확실 성이 부족한 문제를 감소시켜야 함을 제시하며, 학생들 역시 PBL 수업의 경험과 창의적 사고 과정에 대한 노력이 강화되어야 함을 의미한다.","Problem-based learning has been considered as one of the effective educational methods in engineering, medical and various education area. The purpose of this study is to exam effects of problem based learning(PBL) in entrepreneurship education. Entrepreneurship education focused on developing creative thinking, developing new business idea and checking validity of business plan, so entrepreneurship education well fitted to focused on creative centered and self-directed learning. This study suggests the PBL operation example of entrepreneurship education class and studentss subjective recognition of PBL teaching methods during 2 years. This study intended to identify gap between entrepreneurship education PBL course and the other PBL courses based on 6 PBL estimation components. PBL estimation component composed of understanding PBL class contents, understanding of problem, self-directed learning, knowledge acquisition, creative problem solving ability and communication and presentation skill up and team estimation. The comparative estimation value of entrepreneurship education among 6 PBL education component indicated higher than the other PBL class. Especially, self-directed learning component is highest value. Meanwhile, understanding of problem and creative problem solving ability are relative low level than 4 components. These result indicated Professors make an effort to propose the realistic and comprehensive problem and reduce their PBL problems had lack of authenticity and students reinforce PBL experience and creative thinking process.",reinforcement_learning_2017_academic_riss.csv,2017
평생학습동기가 평생학습역량에 미치는 영향 분석 임파워먼트의 매개효과를 중심으로,2017,"['lifelong learning', 'lifelong learning motivation', 'lifelong learning competency', 'empowerment.', '평생학습', '평생학습동기', '평생학습역량', '임파워먼트.']","본 연구의 목적은 평생학습과정에 참여하고 있는 학습자들의 평생학습역량을 강화할 수 있는 모형을 제시하는 것이다. 연구모형에서 사회인구학적 변수인 성차, 연령, 경제적 수준, 투자시간의 4가지 변수를 통제하였고, 평생학습동기와 임파워먼트(empowerment), 그리고 평생학습역량을 주된 구조모형으로 설계하였으며, 그 적합성을 검증하였다. 연구대상자들은 평균연령 33.24세의 성인이며, 총 341명의 자료를 수집하여 분석에 활용하였다. 그 결과, 평생학습동기는 평생학습역량을 향상시키고, 임파워먼트는 매개역할을 하는 것으로 나타났다. 즉, 평생학습동기는 임파워먼트를 거쳐 평생학습역량을 향상시키는 것으로 나타났다. 그리고 매개효과의 경우, 완전매개효과가 아닌 부분매개효과가 나타났다. 따라서 본 연구는 평생학습역량 개발에 미치는 영향력들 중에 외적 결과가 아닌 내적 요소에 주목하여 동기적 요소의 영향력에 대한 기본적인 인과성을 비롯하여 매개적 조절이 가능한 임파워먼트의 기능을 검증하였기에 보다 정책 적용에 적합한 모형을 제시하였다는 데 의의가 있다. 이상의 연구결과를 토대로 평생학습동기와 임파워먼트를 고양시켜 평생학습역량을 증진시킬 수 있는 논의와 후속연구에 대한 제언을 하였다.","The purpose of this study is to present a model that enables learners participating in the lifelong learning program to reinforce their lifelong learning competences. This research model has four control variables (socio-demographic variables sex, age, economic level, and investment time), and a model consisting of lifelong learning motivation, empowerment, and lifelong learning competency is presented so its fitness was verified. The participants were 33.24 years old and collected 341 data. As a result, lifelong learning motivation improved lifelong learning competences and empowerment was found to play a mediator role. In other words, lifelong learning motivation has been shown to improve lifelong learning competency through empowerment. And the mediating effect is partial mediating effect rather than perfect mediating effect. Therefore, this study is meaningful in that it paid attention to the intrinsic factors and provided the grounds for applying the policy of the empowerment. Based on these results, we have suggested a strategic method to promote lifelong learning competency by enhancing empowerment with lifelong learning motivation.",reinforcement_learning_2017_academic_riss.csv,2017
중등학교 주생활교육 교수학습 개발연구 내용분석,2017,"['주생활교육', '교수･학습연구', '내용분석', '가정과 수업', 'housing education', 'teaching･learning research', 'content analysis', 'Home Economics instruction']","이 연구는 제7차 개정교육과정이 적용된 2001년부터 2016년 10월 현재까지 최근 15년간 발표된 주생활교육 교수학습 연구의 일반특징과 교수학습에서 개발한 수업안의 내용을 알아보는데 목적을 두고 있다. 분석할 자료는 학술연구정보서비스(RISS)에서 주생활교육 관련 자료 목록을 수집한 후, 중등학교 혹은 중고등학생을 대상으로 수행한 22편의 연구를 최종 선택하여 연구자 3인이 분석틀을 정하고 합의를 도출하였다. 그 결과, 주생활교육의 교수학습 연구의 일반특징으로 발표 시기는 제7차 교육과정과 2007 개정교육과정 적용시기에 집중되어 있고, 발표기관은 한국교원대 한 곳으로 편중되어 있었다. 모든 연구에서 교수학습 과정안을 개발한 후 수업에 적용하고 있었으며, 수업 적용에 대한 평가는 최근 들어 실험, 통제 집단을 두지 않고 사후검사만 실시하는 경우가 많았다. 수업을 실행한 연구대상학년과 학교 수, 수업실행규모는 개별연구별로 다양했으나 현실적으로 주로 연구자가 재직하고 있는 학교에서 수업 담당하는 1개 학년, 200명 미만을 대상으로 이루어지고 있는 경향이 두드러졌다.  주생활교육 교수학습에서 개발한 내용 가운데 수업주제는 주생활 문화와 주거공간 활용 내용요소에 관한 것이 가장 많았고, 학습요소는 효율적인 주거 공간 구성과 활용과 쾌적한 주거 환경 조성을 위한 조건과 관련한 연구 주제에 집중되어 있었다. 분석에서는 2007 개정교육과정을 기점으로 이전에는 교과서와 지도서 중심으로, 이후에는 해당 교육과정과 교과서를 분석하고 있는데, 새 교육과정 발표와 그에 따른 교과서 개발의 시차 때문에 과도기에 실시된 연구에서는 교과서와 교과서에 적용된 교육과정이 일치하지 않는 경우가 발생한다. 실천적 문제 중심과 협동학습 등 다양한 교수학습방법을 활용하여 연구별로 폭넓게 차시를 개발하였고, 교수학습자료 중 교사용은 주로 동영상, 읽기자료, PPT 자료를, 학생용은 활동지와 읽기자료가 많이 개발되었다. 이 연구결과는 좋은 수업을 향해 교수학습을 개선하고 발전시키기 위해서 앞으로도 계속 되어야 할 주생활 교수학습 개발연구는 물론 다른 영역의 교수학습 개발연구에 기초자료로 활용될 것으로 기대된다.","The purpose of this research was to analyze the contents of housing teachinglearning studies in Home Economics of secondary schools since 2001. The 22 research, drawn from the database riss4u, were analyzed in terms of general information of the paper (studied institution  year, implementation  evaluation, subject of study  size) and specific contents of teachinglearning plans (theme, curricula  textbooks, methode   of lessons, resources). The results showed that most studies were reported during the 7th or the 2007 revised curricula period. All, except one doctoral dissertation, were masters theses from a few universities. In all studies, ranging from 2 to 15 lessons, teachinglearning plans were implemented and evaluated in the class of the researcher while some were applied in other schools, too. The theme of the teachinglearning plans varied but were concentrated on one out of two content elements and two out of six learning elements. The 2007 revised curriculum seems to be an important turning point, not only reinforcing the analyses of the curricular and textbooks in the analyzing stage but also facilitating the use of various methods for the lessons in the developing stage. Practical problem based model was the most frequently adopted, while cooperative learning and ICT served as fundamental although not always mentioned. Various teaching resources such as UCC, reading materials, PPT were developed for the teacher. Activity sheets were the most frequently used for the students, followed by reading materials. Because teachinglearning is an essential core of education, teachinglearning studies should be more actively conducted and the variety of subject topics, methods and resources should also be obtained by more researchers.",reinforcement_learning_2017_academic_riss.csv,2017
