title,date,abstract,keyword
스트리밍 서버를 이용한 AWS 기반의 딥러닝 플랫폼 구현과 성능 비교 실험,2019.12,"본 논문에서는 로컬 PC의 성능이 주는 영향이 적은 딥러닝 동작 구조를 구현하였다. 일반적으로, 딥러닝 모델은 많은 연산량을 가지고 있어 처리하는 PC의 성능에 영향을 많이 받는다. 본 논문에서는 이와 같은 제약 사항을 줄이기 위하여 AWS와 스트리밍 서버를 이용하여 딥러닝 동작을 구현하였다. 첫 번째, AWS에서 딥러닝 연산을 하여 로컬 PC의 성능이 떨어지더라도 딥러닝 동작이 정상적으로 작동할 수 있도록 하였다. 하지만 AWS를 통해 연산 시 입력에 대해 출력의 실시간성이 떨어진다. 두 번째, 스트리밍 서버를 이용하여 딥러닝 모델의 실시간성을 증가시킨다. 스트리밍 서버를 사용하지 않았을 경우 한 이미지씩 처리하거나 이미지를 쌓아서 동영상으로 만들어 처리하여야 하기 때문에 실시간성이 떨어진다. 성능 비교 실험을 위한 딥러닝 모델로는 YOLO v3모델을 사용하였고, AWS의 인스턴스들 및 고성능 GPU인 GTX1080을 탑재한 로컬 PC의 성능을 비교하였다. 시뮬레이션 결과 AWS의 인스턴스인 p3 인스턴스를 사용하였을 때 한 이미지 당 테스트 시간이 0.023444초로써 고성능 GPU인 GTX1080을 탑재한 로컬 PC의 한 이미지 당 테스트 시간인 0.027099초와 유사하다는 결과를 얻었다.

In this paper, we implemented a deep learning operation structure with less influence of local PC performance. In general, the deep learning model has a large amount of computation and is heavily influenced by the performance of the processing PC. In this paper, we implemented deep learning operation using AWS and streaming server to reduce this limitation. First, deep learning operations were performed on AWS so that deep learning operation would work even if the performance of the local PC decreased. However, with AWS, the output is less real-time relative to the input when computed. Second, we use streaming server to increase the real-time of deep learning model. If the streaming server is not used, the real-time performance is poor because the images must be processed one by one or by stacking the images. We used the YOLO v3 model as a deep learning model for performance comparison experiments, and compared the performance of local PCs with instances of AWS and GTX1080, a high-performance GPU. The simulation results show that the test time per image is 0.023444 seconds when using the p3 instance of AWS, which is similar to the test time per image of 0.027099 seconds on a local PC with the high-performance GPU GTX1080.","#AWS, #Cloud Computing Service, #Deep Learning, #Streaming server, #YOLO"
딥러닝을 이용한 연안방재 시스템 구축에 관한 연구,2019.12,"Numerous deaths and substantial property damage have occurred recently due to frequent disasters of the highest intensity according to the abnormal climate, which is caused by various problems, such as global warming, all over the world. Such large-scale disasters have become an international issue and have made people aware of the disasters so they can implement disaster-prevention measures. Extensive information on disaster prevention actively has been announced publicly to support the natural disaster reduction measures throughout the world. In Japan, diverse developmental studies on disaster prevention systems, which support hazard map development and flood control activity, have been conducted vigorously to estimate external forces according to design frequencies as well as expected maximum frequencies from a variety of areas, such as rivers, coasts, and ports based on broad disaster prevention data obtained from several huge disasters. However, the current reduction measures alone are not sufficiently effective due to the change of the paradigms of the current disasters. Therefore, in order to obtain the synergy effect of reduction measures, a study of the establishment of an integrated system is required to improve the various disaster prevention technologies and the current disaster prevention system. In order to develop a similar typhoon search system and establish a disaster prevention infrastructure, in this study, techniques will be developed that can be used to forecast typhoons before they strike by using artificial intelligence (AI) technology and offer primary disaster prevention information according to the direction of the typhoon. The main function of this model is to predict the most similar typhoon among the existing typhoons by utilizing the major typhoon information, such as course, central pressure, and speed, before the typhoon directly impacts South Korea. This model is equipped with a combination of AI and DNN forecasts of typhoons that change from moment to moment in order to efficiently forecast a current typhoon based on similar typhoons in the past. Thus, the result of a similar typhoon search showed that the quality of prediction was higher with the grid size of one degree rather than two degrees in latitude and longitude.","#Disaster prevention system 방재 시스템, #Artificial intelligence 인공지능, #Deep learning 딥러닝, #Big data 빅데이터"
딥러닝 알고리즘과 2D Lidar 센서를 이용한 이미지 분류,2019.12,"본 논문은 CNN (Convolutional Neural Network)와 2D Lidar 센서에서 획득한 위치 데이터를 이용하여 이미지를 분류하는 방법을 제시한다. Lidar 센서는 데이터 정확도, 형상 왜곡 및 광 변화에 대한 강인성 측면에서의 이점으로 인해 무인 장치에 널리 사용되어 왔다. CNN 알고리즘은 하나 이상의 컨볼루션 및 풀링 레이어로 구성되며 이미지 분류에 만족스러운 성능을 보여 왔다. 본 논문에서는 학습 방법에 따라 다른 유형의 CNN 아키텍처들인 Gradient Descent (GD) 및 Levenbergarquardt(LM)를 구현하였다. LM 방법에는 학습 파라메터를 업데이트하는 요소 중 하나인 Hessian 행렬 근사 빈도에 따라 두 가지 유형이 있다. LM 알고리즘의 시뮬레이션 결과는 GD 알고리즘보다 이미지 데이터의 분류 성능이 우수하였다. 또한 Hessian 행렬 근사가 더 빈번한 LM 알고리즘은 다른 유형의 LM 알고리즘보다 작은 오류를 보여주었다.

This paper presents an approach for classifying image made by acquired position data from a 2D Lidar sensor with a convolutional neural network (CNN). Lidar sensor has been widely used for unmanned devices owing to advantages in term of data accuracy, robustness against geometry distortion and light variations. A CNN algorithm consists of one or more convolutional and pooling layers and has shown a satisfactory performance for image classification. In this paper, different types of CNN architectures based on training methods, Gradient Descent(GD) and Levenbergarquardt(LM), are implemented. The LM method has two types based on the frequency of approximating Hessian matrix, one of the factors to update training parameters. Simulation results of the LM algorithms show better classification performance of the image data than that of the GD algorithm. In addition, the LM algorithm with more frequent Hessian matrix approximation shows a smaller error than the other type of LM algorithm.","#Deep learning, #deep learning neural network, #convolutional neural network, #object detection, #image classification"
딥러닝을 활용한 버뮤다옵션 가격 결정의 알고리듬,2019.12,"버뮤다 옵션의 가격을 계산하기 위한, 좀더 엄밀하게 말하면 시장가격에 가장 근사하다고 의견의 일치를 보는 방법은 아직 없다. 버뮤다옵션의 가격결정은 동적 프로그래밍 원칙을 해결하는 것과 같으며, 특히 큰 차원에 있어서 주된 어려움은 지속 가치와 관련된 조건부 기대치들의 계산에서 비롯된다. 이러한 조건부 기대치들은 유한 차원 벡터 공간상에서 전형적인 회귀 기법에 의해 계산된다. 본 연구에서는 조건부 기대치들의 신경망근사치를 연구한다. 또한 표준 최소자승회귀분석을 신경망 근사치로 대체함으로써 잘 알려진 Longstaff-Schwartz 알고리듬과 합치됨을 보인다.

There is no consensus on Bermuda option pricing, more precisely, the closest approximation to market prices. The pricing of Bermuda options is like solving dynamic programming principles, and the main difficulty, especially on a larger scale, comes from the calculation of conditional expectations related to continuation value. These conditional expectations are computed by a typical regression technique on finite dimensional vector spaces. In this study, we study the neural network approximation of conditional expectations. It is also shown that it replaces the standard least squares regression with a neural network approximation, which is consistent with the well-known Longstaff-Schwartz algorithm.","#Deep learning, #Bermuda option, #Neural network approximation, #Regression, #Convergence"
딥러닝 기반의 엣지 컴퓨팅을 활용한 클라우드 얼굴 인식 가속화,2019.12,,
Flow 기반 딥러닝 생성 모델에 관한 사례 분석,2019.12,,
이미지 추출 가속을 통한 고성능 딥러닝 트레이닝 시스템,2019.12,,
딥러닝 및 영상처리 기술을 활용한 콘크리트 균열 검출 방법 Top 5%,2019.11,"Most of the current crack investigation work consists of visual inspection using simple measuring equipment such as crack scale. These methods involve the subjection of the inspector, which may lead to differences in the inspection results prepared by the inspector, and may lead to a large number of measurement errors. So, this study proposes an image-based crack detection method to enhance objectivity and efficiency of concrete crack investigation. In this study, YOLOv2 was used to determine the presence of cracks in the image information to ensure the speed and accuracy of detection for real-time analysis. In addition, we extracted shapes of cracks and calculated quantitatively, such as width and length using various image processing techniques. The results of this study will be used as a basis for the development of image-based facility defect diagnosis automation system.","#콘크리트 균열, #균열 검출, #딥러닝, #영상처리, #합성곱신경망, #Concrete Crack, #Crack Detection, #Deep Learning, #Image Processing, #CNN"
딥러닝 기반의 구조물 화재 재난 시 최적 대피로 안내 시스템,2019.11,"구조물에서 화재 발생 시 화재의 발생 위치를 정확하게 파악하지 못해 화재 진압이 용이하지 못하는 문제, 연기나 유독가스로 시야 확보가 어려운 상태에서 비상구 및 탈출로에 대한 정보를 방향지시기와 LED 유도등에 의존하여 위험에 빠지는 문제가 빈번히 발생하고 있다. 이에 본 논문에서는 딥러닝 기반(RNN) 구조물 재난 시 최적의 대피로를 안내할 수 있는 시스템 알고리즘을 제시한다. 설치되어 있는 감지 센서를 이용하고, 센서별 검출된 데이터를 서버로 실시간 전송되며, 감지 센서 주변의 온도, 열, 연기, 유독가스 등의 정보가 전달된다. 그리고 이를 분석하고, 설정된 임계치 범위 내에 있는 가장 안전한 이동 경로를 파한다. 이때 구조물 내에 있는 LED 유도등과 방향지시기에 실시간으로 정보를 전달하여 위험 요소를 피할 수 있는 서비스를 제공해 준다. 이는 구조물의 각 구역별 온도, 열, 연기, 유독가스의 정보를 파악할 수 있어, 구조물 재난 시 최적의 대피로를 안내받을 수 있을 것이라고 사료된다.

In case of fire in a structure, it is difficult to suppress fire because it can not accurately grasp the location of fire in case of fire. In this paper, we propose a system algorithm that can guide the optimal evacuation route in case of deep learning-based (RNN) structure disaster. The present invention provides a service to transmit data detected by sensors to a server in real time by using installed sensor, to transmit and analyze information such as temperature, heat, smoke, toxic gas around the sensor, to identify the safest moving path within a set threshold, to transmit information to LED guide lights and direction indicators in a structure in real time to avoid risk factors. This is because the information of temperature, heat, smoke, and toxic gas in each area of the structure can be grasped, and it is considered that the optimal evacuation route can be guided in case of structure disaster.","#대피로 안내, #딥러닝, #센서, #화재 재난, #Guide to evacuation, #Deep Learning, #Sensor, #Fire disaster"
딥러닝 모델 압축 기술을 활용한 시각장애인 대화 보조용 감정 인식 어플리케이션,2019.12,,
염기 서열 분석 딥러닝 모델을 위한 전처리 방법 성능 분석,2019.12,,
미세조정 계층적 딥러닝 모델을 이용한 외래잡초 잎 이미지 분류의 성능 향상,2019.12,,
컴퓨터 비전과 딥러닝을 통한 견종식별 연구,2019.12,"본 논문은 컴퓨터 비전(computer vision)과 딥러닝(deep-learning)을 접목한 지능형 ‘반려동물 돌봄’ 서비스를 구현하기 위한 연구의 초석으로 이미지 내 반려견을 식별하여 품종(breed)을 식별하는 모델의 제안과 관련된 실험을 수행한 결과를 기술한다. 견종의 식별에는 Feature representation learning에서 뛰어난 성능을 보이는 CNN(Convolution Neural Network) 모델을 활용하는데, CNN은 이미지의 불필요한 영역과 Noise를 제거하는 것이 성능에 큰 영향을 주는 것으로 알려져 있다. 따라서 제시하는 모델은 U-Net을 접목하여 Instance Segmentation을 통해 개체 외에 불필요한 영역을 모두 제거하고 CNN을 통해 Identification을 수행한다. 제안하는 모델은 CNN을 단독으로 사용하는 모델과 대비하여 17.86% 높은 성능을 보였으며, 여덟 마리의 견종을 식별함에서 91.62%라는 결과를 보였다. 하지만, 실험을 통해 얼굴 혹은 신체 일부만 나타난 견종의 이미지에서는 두 견종 간 색상의 배열이나 형태가 유사한 경우, CNN 모델이 이를 명확하게 구별하지 못한다는 한계점이 식별된 것도 또 다른 의의가 있으며, 이를 개선하기 위한 후속 연구의 방향성을 제시한다고 생각된다.

In this paper, we propose a new approach to dog breed identification model through the computer vision and deep-learning and perform the relevant experiments and describe the results. These experiments will be a cornerstone for research to implement ‘smart pet care services’. The identification of dog breed is based on CNN(Convolution Natural Network) model, which shows excellent performance in Feature representation learning. CNN is known to improve performance if unnecessary areas and noise are removed. Therefore, the proposed model combines U-Net to remove all unnecessary areas through Instance Segmentation and performs identification through CNN. The proposed model showed 17.86% higher performance than the CNN alone model, and 91.62% accuracy in identifying eight dog breeds. However, experiments have shown that the CNN model does not clearly identification between two breeds of similar color arrangements or shapes in the image of a dog that shows only a face or body part. These results has another different significance to the Identification accuracy and the direction of our future research to improve it.","#Computer Vision, #Deep Learning, #Companion Animal"
딥러닝을 이용한 야간 감시 열화상 카메라 개발에 관한 연구,2019.12,"본 논문에서는 저해상도 적외선 센서를 이용하여 주·야간에 감시를 할 수 있는 열화상 카메라를 개발하였다. 본 논문에서 개발된 카메라는 딥러닝을 이용하여 감시 대상 객체를 학습시키고 인식할 수 있는 기능, 인식된 객체를 추적할 수 있는 알고리즘과 PT(Pan-Tilt) 기능을 구현하였다. 개발된 카메라는 지도학습 방법에 의해 인식이 필요한 물체의 열화상 이미지를 이용하여 학습시켰으며, 인식하는 테스트를 실행하였다. 본 논문에서 개발된 열화상 카메라는 야간에 농작물에 피해를 주는 유해 동물 발견과 퇴치, 외딴 지역에서의 야간 감시, 그리고 일반 가정과 산업시설에서 화재 또는 과열 감시 시스템으로 활용될 수 있을 것으로 기대된다.

In this paper, we developed a thermal survelliance camera that can monitor day and night using low resolution infrared sensor. The developed camera implemented the function of learning and recognizing the target using deep learning, the algorithm to track the recognized object and the PT(Pan-Tilt) function. The developed camera has been trained using the thermal image of the object that needs to be recognized by the supervised learning method, and the recognition test has been performed. The developed camera is expected to be used as a detection and removal of harmful animals that can damage farm at night, night surveillance in remote areas, and fire or overheat monitoring systems at homes and industrial plants.","#Thermal camera, #Infrared, #Deep learning, #CNN, #YOLO"
딥러닝 기반의 건화물선 시황예측 연구,2019.11,,
이미지 딥러닝을 통한 컨텐츠와 관련 반응 동영상의 감정 분석 시스템 설계,2019.12,,
